NtsbNo,ProbableCause,Findings,Event.Id,narratives.narr_cause,safetyrecs2026-02-28_15-34.Recommendation
DEN01IA036,the captain's failure to maintain the proper glide path. Contributing factors were the weather conditions that included low visibility and fog.,,20010104X00013,,
IAD01FA021,"The captain's improper application of power after responding to a beta warning light during landing rollout, which resulted in an excessive rollout speed and an inability to stop the airplane before it reached the end of the runway.",,20010112X00292,,
LAX01IA066,"the electrical wire arcing and burning as result of insulation degradation, which more than likely resulted from improper clamping.",,20010105X00035,,
NYC01FA062,The low cycle fatigue fracturing of the approach lighting cover securing bolts.,,20010108X00063,,
NYC01LA076,"The vehicle driver's improper decision to pass behind an aircraft with operating engines, which resulted in an encounter with jet blast.",,20010216X00462,,
MIA01IA051,The inadequate design of the flight compartment windshield by the windshield manufacturer resulting in cracking of the center ply.,,20010110X00108,,
ANC01IA022,"An encounter with severe turbulence while in cruise flight.  Factors in the incident were a delay in notification of the turbulence, and the lack of controller/pilot data link communications in the Anchorage ARTCC area.",,20010110X00085,,
NYC01LA054,"Deer on the runway.  Factors included reduced visibility due to nighttime lighting and light snow conditions, breaches in the perimeter fence, increased seasonal deer activity, and the rural location of the airport.",,20001220X45463,,
IAD01IA017,"the operator's inadequate maintenance procedure to disconnect the Omega navigational system, which resulted in coaxial cables being cut and not properly protected.   A factor in the incident was the lightning strike.",,20001215X45420,,
IAD01IA019,a short in the left inboard elevator parallel engage solenoid valve for undetermined reasons.,,20001226X45487,,
MIA01LA030,"the flight encountered forecasted turbulence, which resulted in serious injury to a flight attendant.  Factors in this accident were; the captain's inadequate briefing to the cabin crew; and the insufficient information about the known turbulence that would be encountered during descent.",,20001212X22320,,
ANC01LA018,An in-flight encounter with clear air turbulence.,,20001226X45475,,
CHI01LA033,the impact with the flock of snow geese.,,20001212X22266,,
SEA01LA014,An inflight encounter with turbulence that occurred before flight attendants could finish stowing a beverage cart and return to their seats.,,20001220X45467,,
NYC01IA024,The wake turbulence of another heavy airplane.,,20001215X45424,,
ANC01FA011,The flight crew's failure to maintain directional control during the landing roll.  A factor associated with the accident was the crew's failure to follow appropriate procedures.,,20001212X22101,,
IAD01FA006,"The manufacturer's lack of dimensional inspection and repair requirements for the gearbox forward and aft diaphragm, which caused the bull gear to shift and resulted in an uncontained separation of the bull gear during flight",,20001212X22163,,
ANC01IA007,"Rupture and disintegration of main landing gear tires during the takeoff roll, and subsequent damage to the right main gear hydraulic brake system.",,20001212X22091,,
ATL01IA001,THE FAILURE OF MAINTENACE PERSONNEL TO FOLLOW FLEET CAMPAIGN DIRECTIVE ON HOW TO INSTALL A CERTIFICATE HOLDER.,,20001212X22103,,
NYC00LA269,"The operator's loss of control of the belt-loader, due to his improper decision to depress the vehicle's accelerator in the proximity of the airplane.",,20001212X22066,,
MIA00LA271,an in-flight encounter with turbulence.,,20001212X22040,,
MIA00LA267,"an in-flight encounter with turbulence in clouds during a normal descent, resulting in serious injuries.",,20001212X22037,,
ATL00LA092,The inadvertent flight into turbulent weather conditions.,,20001212X21909,,
MIA00IA266,The excessive clearance between the shuttle valve and the shuttle bore in the end cap of the left main landing gear actuator for undetermined reasons either during overhaul or manufacturing resulting in failure to build hydraulic pressure using the emergency hand pump.  A finding in the investigation was the failure of the airplane manufacturer to identify procedures in the maintenance manual that would detect the above listed condition during check of the emergency hand pump.,,20001212X22032,,
NYC00LA267,The tug operator's inadequate visual lookout.  A factor in this accident was the night light condition.,,20001212X22065,,
CHI00LA296,The fatigue failure of the wheel assembly.  A factor was the inadequate inspection procedures prior to the issuance of a service bulletin.,,20001212X21929,,
NYC00IA250,"The sequential failure of the 2nd-stage low pressure turbine nozzle locks, which allowed the 2nds stage turbine nozzle segments to rotate within the low pressure turbine case, machining a hole whereby the nozzle segments exited the engine. A factor was the failure of the mechanic to detect any failed 2nd state nozzle locks during the zone inspection.",,20001212X22049,,
FTW00LA244,the flight crew's inadvertent encounter with convective turbulence while in cruise flight.  A factor was the rapidly developing convective activity.,,20001212X21738,,
CHI00LA268,the unexpected turbulence encountered by the airplane.,,20001212X21686,,
NYC00IA231,"The failure of the airplane's ground/flight switch and a malfunction of the thrust reverser deploy switch, which resulted in an in-flight thrust reverser deployment.",,20001212X21828,,
CHI00FA244,the fractured tow bar and the inadequate weld of the tow bar by an unknown person.,,20001212X21656,,
FTW00IA228,"the improper installation of the right elevator trim control wheel by company mechanics, which resulted in an elevator trim malfunction.",,20001212X21726,,
DCA00MA079,"A phase-to-phase arc in the left heat exchanger cooling fan relay, which ignited the surrounding wire insulation and other combustible materials within the electrical power center panel. Contributing to the left heat exchanger fan relay malfunction was the unauthorized repair that was not to the manufacturer's standards and the circuit breakers' failure to recognize an arc-fault.",,20001212X21701,,
CHI00LA269,the evasive maneuver performed by the pilot.  A factor was the activation of the collision avoidance system.,,20001212X21420,,
ATL00LA072,"The pilot's inadequate evaluation of weather information, and his delay in taking remedial action that resulted in the in-flight encounter with severe weather.",,20001212X21365,,
CHI00IA221,The failure of the aileron trim switch due to foreign material contamination.,,20001212X21375,,
LAX00IA272,Fatigue failure of the bell gear in the horizontal stabilizer trim actuator system.,,20001212X21526,,
ANC00IA088,An inoperative traffic alert and collision avoidance system (TCAS).,,20001212X21351,,
MIA00LA206,The captain's failure to stop the aircraft when given a stop signal by the ground marshaller and his failure to turn the aircraft when given a turn signal by the ground marshaller as he taxied into the gate resulting in the aircraft's left wing colliding with ground equipment.,,20001212X21540,,
SEA00IA108,Auxiliary hydraulic pump leak resulting in a failure of the hydraulic system.,,20001212X21327,,
LAX00FA229,"The first officer's delayed and misjudged landing flare resulting in a tail strike and hard landing.  Contributing factors were his relative inexperience flying the type of airplane, and the captain's and the first officer's failure to adhere to required company procedures and Federal Aviation Regulations.",,20001212X21253,,
LAX00LA223,The failure of the mechanic to refasten the cowling door prior to returning the aircraft to service.,,20001212X21264,,
MIA00IA186,the overload separations of the control yoke on the captain's side.,,20001212X21288,,
NYC00IA159,"A misalignment between the bull gear and high speed pinion gearshaft, which resulted in fatigue and a subsequent failure of the bull gear.",,20001212X21300,,
CHI00IA152,The blocked drain lines in the canted pressure deck and the frozen aileron cable.,,20001212X21169,,
NYC00IA150,"The reversal of landing gear hydraulic lines by company maintenance personnel.  Factors related to the incident were the manufacturers omission of maintenance procedures, and the failure of an electrical switch for undetermined reasons.",,20001212X21299,,
MIA00LA169,"The passenger's onboard disturbance and self-evacuation from the parked aircraft, resulting in injuries. A factor in the accident was the lack of backup electrical power to the terminal which necessitated a lengthy ground hold.",,20001212X21079,,
MIA00IA164,The failure of the first officer to comply with procedures and directives for his failure to assure that the forward airstair door was closed and locked.  A contributing factor in the incident was the inoperative annunciation system of the forward airstair door.,,20001212X21060,,
LAX00LA192,"The captain's failure to maintain the proper wind-adjusted Vref airspeed, by a margin which varied from 7 to 20 knots too slow, during the final 10 seconds of the approach prior to touchdown.",,20001212X21038,,
DEN00FA085,The pilot-in-command's failure to maintain directional control.  A factor was wind shear.,,20001212X20972,,
DEN00FA078,"The failure of the clamp that secured the high-pressure bleed air duct to the high-pressure relief valve.  Factors were the resulting excessive pressurization of the engine nacelle, and the subsequent separation of the engine cowling.",,20001212X20794,,
NYC00FA122,"Stress rupture of the 2nd-stage low pressure turbine anti-rotation nozzle locks, resulting from inadequate nozzle lock design.",,20001212X20894,,
CHI00IA125,"the flightcrew not detecting the runway closure NOTAM and the Air Traffic Control personnel on the metering, ground, and local positions giving an improper clearance to taxi to a closed runway.  Factors were the closed runway, ATIS information not issued by Air Traffic Control personnel, and insufficiently defined procedures of disseminating pertinent safety of flight information.",,20001212X20771,,
CHI00LA124,the deer which ran onto the runway and were subsequently struck by the airplane.,,20001212X20788,,
LAX00LA146,The en route cruise encounter with forecast moderate turbulence.,,20001212X20847,,
SEA00IA062,Contaminated air being ducted into the aircraft's cabin from the engine exhaust of a nearby ground power cart.,,20001212X20913,,
IAD00IA032,"The first officer's failure to maintain control of the airplane during climb out over water at night, which was a result of spatial disorientation.  Factors in the incident were the cloud layer and dark night.",,20001212X20649,,
SEA00IA057,An oil leak from the aircraft's APU that subsequently contaminated the aircraft's environmental system.,,20001212X20733,,
FTW00FA101,"the captain's failure to follow standard operating procedure for landing on a contaminated ruway in that he touched down long, which combined with his delayed braking resulted in a runway overrun.  Contributing factors were the captain's failure to maintain runway alignment following his disconnect of the autopilot, the gusty crosswind and the wet runway.  In addition, the following were contributing factors: (1) the airport operator's failure to fill in a ditch in the runway safety area, (2) the FAA's granting of 14 CFR Part 139 approval to the airport when the runway safety area (RSA) did not meet the recommended length for a Part 139 airport, and (3) the FAA's continued lack of acknowledgement to the airport of the inadequate RSA following their annual airport inspection checks.",,20001212X20624,,
DEN00FA063,uncommanded retraction of the nose and right main landing gears during landing roll for reasons undetermined.,,20001212X20609,,
MIA00LA115,Inadequate visual lookout by the driver of the vehicle.,,20001212X20700,,
NYC00LA206,The failure of the upper anchor bracket for the airstair door.,,20001212X20729,,
LAX00IA127,failure of the right main landing gear to fully extend for undetermined reasons.,,20001212X20664,,
IAD00IA026,the missing elevator stop bumper that resulted in elevator over-travel and damage to the elevator.  A factor in the incident was the abrupt release of the elevator control lock in windy conditions.,,20001212X20648,,
SEA00IA050,"The flight crew's encounter with a suspicious device, which necessitated an emergency evacuation.",,20001212X20732,,
MIA00LA108,"The flight attendant's failure to seat and belt herself during an inflight encounter with turbulence in clouds resulting in her losing foothold and falling against a passenger seat, sustaining a fractured ankle.",,20001212X20693,,
ANC00IA034,A delayed rotation during takeoff for an undetermined reason.,,20001212X20573,,
NYC00LA086,The tug operator's inadequate visual lookout.,,20001212X20714,,
CHI00LA076,the driver of the refueling truck fell asleep which resulted in him not maintaining clearance with the parked aircraft.  Factors associated with the accident were severe obstructive sleep apnea and significant hypersomnolence which resulted in chronic fatigue.,,20001212X20463,,
LAX00IA106,Moisture contamination of the elevator trim actuator units resulting in their failure to operate at below freezing temperatures,,20001212X20507,,
SEA00LA046,"Inadequate inspection of the number 1 and 2 engine cowls by company maintenance personnel and inadequate preflight inspection by the flight engineer, resulting in unsecured cowls separating from the aircraft during takeoff.  A factor was unsecured number 1 and 2 engine cowls.",,20001212X20571,,
CHI00FA071,the failure of the flightcrew to maintain directional control due to unsafe/hazardous conditions on the runway that was not relayed to them.  Factors were the uneven snow covered runway and the snowbank.,,20001212X20452,,
LAX00LA098,the failure of the passenger to fasten his seat belt without the necessity of being instructed by the flight attendant.,,20001212X20517,,
NYC00IA078,The vehicle driver's inadequate visual lookout.,,20001212X20553,,
LAX00FA097,The pilot's improper flare which resulted in a bounced landing.,,20001212X20503,,
NYC00LA097,In flight encounter with turbulence.,,20001212X20564,,
CHI00IA087,the chafing of the internal water heater wire.  A factor was the missing ground strap.,,20001212X20332,,
CHI00IA062,"the hold-short clearance not being followed by the flightcrew, which resulted in a near collision with the departing Boeing 727-200.",,20001212X20331,,
LAX00LA072,Encounter with Clear Air Turbulence.  Poor communication between the captain and flight attendants as to the urgency for the flight attendants to take their seats was a contributing factor.,,20001212X20388,,
DEN00IA032,Improper assembly of the wheel during build up in the operator's maintenance facilities.,,20001212X20225,,
CHI00LA047,the flight crew misjudged the clearance between their right wing and the radome of the parked aircraft.  A factor associated with the accident was the ground handling contractor failed to identify the unsafe/hazardous condition that existed on the congested ramp area.,,20001212X20208,,
DEN00IA023,Total failure of the main landing gear retract actuator due to stress corrosion caused by the use of a faulty sealant by company maintenance personnel that allowed moisture to enter the joint.  A factor was the use of an improper fillet seal.,,20001212X20224,,
CHI00IA037,"An undetermined failure in the hydraulic system, which resulted in the airplane's entire braking system becoming temporarily inoperative.  A factor associated with the incident was the airport terminal building that was contacted by the airplane.",,20001212X20200,,
NYC00LA040,"was the use of a defective tow bar, due to the lack of an adequate inspection by contract personnel, the airlines lack of an adequate preventative maintenance program for the tow bars, and the lack of oversight by the airline on the contract personnel who inspected the tow bar.  A factor was the softer than specified shear pins used in the tow bar.",,20001212X20164,,
NYC00IA036,Total failure of the stabilizer control system for undetermined reasons.,,20001212X20152,,
SEA00IA019,Arcing in the electrical system wiring for undetermined reasons.,,20001212X20175,,
LAX00FA041,"The pilot-in-command initiated an evasive manuver during a near midair collission.  The airplane entered a prestall buffet, which resulted in buckling of the elevator skins.",,20001212X20116,,
ANC00IA010,"The failure of the flight crew to provide a recommended landing traffic advisory, and the failure of flight service station personnel to provide a flight advisory to the arriving airplane concerning men and equipment operating on the runway.  Factors in the incident were operations at an airport when the control tower was closed, and the failure of the snow plow driver to verify the eminent arrival of the airplane.",,20001212X20060,,
CHI00IA018,"the in-flight vibration of the airplane's elevator due to excessive freeplay in the elevator control system.  Factors included the corrosion of the elevator PCA reaction link bearings and the elevator hinge bearings, excessive axial and radial wear of the elevator PCA reaction link bearings, the inadequate procedures for lubricating the elevator hinge bearings, and the incorrect procedures for measuring elevator free play.",,20001212X19914,,
LAX00LA015,The airline's failure to fully review the obstruction clearances and revise the pushback procedures in an area of the ramp where new construction had impinged on the available ramp space.  Also causal was the failure of the tug driver and the wing walkers to maintain adequate communications during the pushback.  A factor in the accident was the failure of the airline to follow its own internal decision processes when implementing the procedural change on this ramp.,,20001212X19989,,
CHI00IA009,"The landing gear's wheel separation due to the improper installation of the wheel by company maintenance personnel using incomplete maintenance steps, and the maintenance steps not listed in the manufacturer's manual.  Factors were the airport perimeter wall and the vehicles.",,20001212X19913,,
NYC00LA007,An in flight collision with birds.,,20001212X20030,,
NYC00LA005,"A divergent, longitudinal oscillation of undetermined origin on the center landing gear, which caused a failure of the center landing gear lower drag brace during landing roll.",,20001212X20029,,
NYC99LA240,The airplane's encounter with clear air turbulence.,,20001212X19871,,
MIA99LA272,"FAA approach/departure controller's improper service and failure to coordinate and resolve a conflict between aircraft prior to effecting a frequency change, and the improper application of visual separation rules to a flight in the clouds, resulting the crew being required to make an abrupt maneuver to avoid the traffic, causing serious injury to a flight attendant.",,20001212X19842,,
LAX99FA315,"the systemic failure of the airline's maintenance department to identify and correct the long standing history of intermittent faults, nuisance warnings, and erratic behavior in this airplane's GPWS system.  Also causal is the airline's failure to perform the service bulletins and service letter upgrades to the system, which would have eliminated or greatly reduced the likelihood of this particular nuisance warning, a condition that was identified and corrected by the manufacturers 11 years prior to the accident, and was the subject of one or more of the SB/SL upgrades.",,20001212X19792,,
LAX99LA323,the failure of the injured passengers to remain seated with their seat belts fastened as directed by the captain.,,20001212X19817,,
LAX99LA302,The lavatory service driver's failure to follow established company procedures and directives.  A factor in the accident was the airline's use of a one person pushback procedure.,,20001212X19804,,
MIA99FA252,The fatigue fracture and separation of the high pressure turbine forward rotating air seal due to a manufacturing defect in a bolt hole that was not detected by the engine manufacturer due to inadequate and ineffective inspection techniques.  Contributing to the accident was the engine manufacturers failure to provide adequate hole making requirements at the time the forward rotating air seal was manufactured and the engine manufacturers failure at the time of last inspection to require eddy current inspections for the high pressure turbine forward rotating air seal bolt holes.,,20001212X19822,,
MIA99IA249,"A preexisting crack on the left main landing gear outer cylinder housing and the first officer's failure to maintain the proper rate of descent resulting in a hard landing on touchdown, and subsequent total failure and separation of the left main landing gear on landing rollout. Contributing to the accident was the pilot-in-commands improper supervision of the first officer during the approach phase of the landing.",,20001212X19826,,
LAX99LA291,The flight's encounter with wake vortices from a preceding heavy aircraft.,,20001212X19796,,
CHI99IA350,the right engine accessory section's splined gear spur gear failure during cruise flight.,,20001212X19431,,
IAD99IA059,The inadequate lubrication of the landing gear side strut assembly by company maintenance personnel.  A factor in the accident was the inadequate design of the assembly that trapped water and prevented adequate lubrication.,,20001212X19540,,
CHI99LA289,the failure of the ramp service clerk to maintain clearance with the operating propeller.  A factor related to the accident the inattentiveness on the part of the clerk.,,20001212X19442,,
MIA99LA220,"The inadequate design by the airplane manufacturer for using bolts to secure the inboard trailing edge flap that are susceptible to stress corrosion cracking.  Also, the stress corrosion cracking failure of the four H-11 bolts that secure the left inboard trailing edge flap to the outboard hinge which allowed the separation of the flap and vane while on final approach.",,20001212X19589,,
ANC99LA099,"The failure of a turbine blade, and subsequent penetration of the shroud (containment ring).  A factor associated with the accident was the FAA's insufficient design standards/requirements addressed in an FAA Air Worthiness Directive, which called for a strengthened containment ring.  The failed containment ring was in compliance with the Air Worthiness Directive.",,20001212X19142,,
FTW99FA201,The station manager's inadvertent encounter with the rotating propeller due to his diverted attention.,,20001212X19260,,
LAX99LA322,"The failure of the flight crew and the tug driver to verify that the aircraft was properly configured for pushback. Factors in the accident were the left wing walker's failure to notify the tug driver of his observations that the jet bridge was still in contact with the aircraft, and, self induced pressure on the part of the captain created by a chain of circumstances surrounding the numerous delays.",,20001212X19309,,
NYC99LA177,"improper use of the flight controls by the captain trainee, and inadequate supervision by the check airman.",,20001212X19345,,
IAD99FA052,the aircrew's inadvertent encounter with unforecast clear air turbulence.,,20001212X19286,,
CHI99FA208,The vehicle driver's inadvertent application of the accelerator pedal while backing towards the aircraft.,,20001212X19162,,
CHI99IA204,the pilot's failure to maintain clearance from the parked aircraft while taxiing.  A factor in the accident was the failure of ATC to issue a traffic advisory.,,20001212X18933,,
FTW99LA207,The pilot's inadvertent flight into an adverse weather condition. A factor was the turbulence.,,20001212X19008,,
LAX99IA230,"failure of the number three bearing.  The resulting oil leak from the bearing led to coke/carbon buildup, which resulted in chafing of the turbine's low-pressure compressor drive shaft on the rear compressor seal tube and subsequent fracture of the drive shaft.",,20001212X19021,,
CHI99LA184,the pilot-in-command's inadequate evaluation of the weather conditions.  Factors associated with the accident were the turbulence encountered and the seat belt sign was not illuminated.,,20001212X18945,,
LAX99LA212,intentional tampering/altering of a galley lift interlock microswitch by unknown persons.,,20001212X19027,,
LAX99FA207,"The pilot's excessive and rapid forward control column movement in response to a bounced landing, which resulted in the hard touchdown of the nose wheel.",,20001212X19015,,
NYC99LA127,Inadequate visual lookout by the tug operator.  A factor in this accident was inadequate pushback procedures by the airline which failed to provide proper assistance (wing walkers) to the tug operator.,,20001212X18876,,
NYC99LA122,In flight encounter with turbulence which caused a flight attendant to fall and break two bones in his right leg.,,20001212X18874,,
ANC99LA064,An in-flight collision with a bird.,,20001212X18677,,
DCA99IA058,Uncommanded rudder movement caused by a contaminant in the engagement valve solenoid that prevented disengagement of the autopilot yaw actuator and cross-connected wiring of the autopilot yaw actuator's main valve solenoids by the operator.  Factors contributing to the incident were the lack of proper controls in the solenoid assembly process and the lack of procedures to detect miswired solenoids.,,20001212X18736,,
NYC99FA110,"The pilot-in-command's failure to perform a missed approach as required by his company procedures.  Factors were the pilot-in-command's improper in-flight decisions, the pilot-in-command's failure to comply with FAA regulations and company procedures, inadequate crew coordination, and fatigue.",,20001212X18850,,
CHI99LA145,the flight attendants did not follow the cockpit crews instructions to be seated because of expected turbulence.  A factor associated with the accident was the turbulence encountered.,,20001212X18718,,
LAX99LA163,"the mechanical separation of the left engine beta control linkage during landing rollout, which resulted in asymmetrical decelerative action and the pilot's subsequent inability to maintain directional control.  The separation of the linkage was due to the airline's inadequate inspection and quality assurance procedures.  An inoperative windsock pivot point, which resulted in faulty wind direction information to the flight crew was a factor in this accident.",,20001205X00507,,
NYC99LA092,"The belt-loader driver's loss of control of the vehicle, and his failure to follow published procedures for approaching the airplane with the belt-loader.",,20001205X00555,,
CHI99IA136,the frozen elevator control.  Factors to the incident were the rain and the low temperature.,,20001205X00430,,
SEA99IA045,A chafed hydraulic line.,,20001205X00391,,
CHI99IA115,the frozen elevator control. Factors were the rain and the low temperatures.,,20001205X00277,,
NYC99LA076,The flight attendant's failure to follow cabin door opening procedures.,,20001205X00384,,
NYC99LA069,Unanticipated in-flight turbulence.,,20001205X00380,,
NYC99LA064,"A flock birds were ingested into both engines, resulting in substantial damage to the engines.",,20001205X00234,,
NYC99IA062,a failure of the external o-rings in the nose landing gear steering module.,,20001205X00227,,
DEN99IA038,The inadequate maintenance overhaul of the number four turbine disc by the manufacturer.  A factor was the turbine blade's failure due to high cycle fatigue fracture.,,20001205X00147,,
ATL99LA049,"The flight encountered clear air turbulence while descending through 17,000 feet mean sea level (MSL).",,20001205X00124,,
CHI99LA085,the in-flight collision with a bird.,,20001205X00131,,
DEN99LA037,The flight's encounter with turbulence.,,20001205X00149,,
ANC99IA027,The restricted/delayed movement of the elevator flight control due to extremely cold weather conditions.,,20001205X00119,,
LAX99LA087,The injured passenger's failure to follow the instructions of the cabin attendants.,,20001205X00183,,
SEA99IA032,An encounter with Clear Air Turbulence at Flight Level 330.,,20001204X00114,,
ANC99IA025,"The improper overhaul of the thrust reverser pneumatic drive unit, and the subsequent failure of the thrust reverser actuator.  Factors associated with the incident were the inadequate quality assurance procedures  by the overhaul company.",,20001204X00001,,
NYC99LA050,The wake turbulence from the proceeding Boeing 747.,,20001204X00105,,
NYC99LA235,Inadequate counterbalancing to compensate for the weight of the cargo door.,,20001204X00109,,
LAX99IA072,The failure of the ground handling personnel to properly secure the aft cargo door following the loading of the late arriving baggage.  A factor in the incident was an intermittent cargo door warning light circuit due to contamination in the proximity switch terminals.,,20001204X00072,,
FTW99LA054,A passenger sustained a hairline fracture during an emergency evacuation of the airplane.,,20001211X11566,,
DEN99LA027,Snow removal not done by other person.,,20001211X11549,,
CHI99LA055,The crew's failure to execute a missed approach and the flying pilot's (captain) failure to maintain directional control upon touchdown with a seven degree left bank and a right quartering tailwind.  Factor's were the snow covered runway/landing area and the night conditions.,,20001211X11530,,
MIA99IA046,"A discharged battery due to a loss of electrolyte, and the latent shorted failures of the No. 1 and 2 generator control unit (GCU) blocking diodes (CR910) for undetermined reasons. These failures resulted in an excessive current drawn from both GCUs, during the flight crew's attempt to start the auxiliary power unit, that caused the immediate overload (opening) of the AC power supply input fuses (POR fuses) internal to each GCU, and subsequent loss of the No.1 and 2 generators; complete discharge of the battery, and subsequent total loss of electrical power. Contributing to the incident was the incorrect reading of the cockpit DC voltmeter (read higher than actual reading) allowing the flight crew to depart with an unreliable (discharged) battery.",,20001211X11596,,
LAX99LA050,The failure of the second and third flight attendants to comply with instructions to remain seated in anticipation of turbulence.,,20001211X11582,,
MIA99LA039,"an abrupt maneuver in response to a traffic avoidance system alert, resulting in a flight attendant falling and breaking a leg.",,20001211X11597,,
MIA99FA038,"a fire that started under the fuel truck's cab from an undetermined fuel leak, resulting in fire damage to the airplane.",,20001211X11594,,
DCA99IA023,Undetermined.,,20001211X11398,,
SEA99LA014,"The flight crew's entry of an incorrect weight figure in the Flight Management System (FMS) computer, resulting in the approach being flown at an improper (low) Vref speed and an excessively nose-high attitude through the landing flare.",,20001211X11500,,
NYC99IA024,"A loss of torque on the apex nut of the shimmy damper for undetermined reason(s), which resulted in a failure of the shimmy damper, and the subsequent failure of the lower torsion link of the right main landing gear.",,20001211X11488,,
MIA99LA026,The ground crewmembers inadvertent walking into the path of a rotating propeller resulting in her being struck and fatally injured.,,20001211X11475,,
NYC99LA022,"The driver's failure to maintain control of the belt loader.  A factor in the accident was the precipitation which may have contributed to the driver's foot slipping off the brake and onto the accelerator, as he approached the airplane.",,20001211X11489,,
DCA99MA007,"(1) the capping of the incorrect hydraulic line by mechanics, which led to the failure of hydraulic system A; (2) the mechanics' lack of experience working with the Boeing 737 hydraulic system; and (3) the maintenance controller's failure to ascertain more information regarding the leaking hydraulic line before instructing the mechanics to cap the line and deactivate the right thrust reverser.  

Contributing to the cause of the accident were (1) the asymmetric directional control resulting from the deactivation of the right thrust reverser; (2) the depletion of the left and right inboard brake accumulator pressure because of the flight crew's use of the rudder pedals with only the left thrust reverser to control the direction of the airplane down the runway; (3) the failure of the right outboard brake because the airplane was slowed without the use of the left and right inboard brakes and was traveling at a higher-than-normal speed and with heavy gross weight; (4) the failure of the right outboard brake after one of the right outboard pistons overtraveled and unported its o-ring, allowing system B hydraulic fluid to deplete and the left outboard brake to fail; and (5) the mechanics' improper use of the illustrated parts catalog for maintenance and troubleshooting and the maintenance controller's failure to use the appropriate documents for maintenance and troubleshooting.",,20001211X11399,,
MIA99FA012,"The pilot's failure to verify that the parking brake was applied prior to engine start, and the resultant inadvertent movement of the aircraft and collision with the ground power cart once No. 2 was started.",,20001211X11299,,
LAX99IA013,A jammed spoiler control pulley system caused by a shop rag left in an area of recent maintenance.  Neither the maintenance organization nor the mechanic responsible could be determined.,,20001211X11283,,
NYC99LA023,The tug driver's failure to maintain a proper visual lookout.,,20001211X11341,,
NYC98LA193,Clear air turbulence.,,20001211X11159,,
ATL98LA129,"The loss of power in the No. 2 engine for undetermined reasons, and the inability of the pilot to establish a climb and/or maintain altitude.  A factor was the incompletely feathered No. 2 propeller..",,20001211X11006,,
CHI98LA351,the wake turbulence encountered by Flight 146.,,20001211X11023,,
FTW98FA380,"The flight crew's decision to land with convective activity over the airport with a prevailing crosswind to a quartering tailwind, on an ungrooved, flooded runway, which resulted in hydroplaning and a loss of directional control.  Factors contributing to the accident were: prevailing dark night conditions; severe weather conditions associated with a major tropical storm, such as convective activity, strong crosswinds, the quartering tailwind, and torrential rain.  Also contributing to the accident were the operator's failure to provide the flight crew with up-to-date weather forecasts, in-flight weather advisories, and pertinent NOTAMS relating to the safe operation of the flight.",,20001211X11043,,
NYC98LA177,"the failure of the fuel truck driver to follow airport operating procedures, and yield the right-of-way to the airplane.  Factors were the stopped airplane, which obscured the fuel truck from the approaching airplane and the approaching airplane from the fuel truck, and the lack of visual aids on the vehicle to help compensate for restricted driver visibility to the right.",,20001211X11147,,
FTW98FA364,Debonding of the propeller erosion shield due to an improper overhaul and repair by other maintenance personnel.,,20001211X10832,,
ANC98LA122,The flight crew's inadequate recovery from a bounced landing.,,20001211X10743,,
FTW98LA351,The failure of the flight crew to comply with braking instructions after being instructed by ground personnel.,,20001211X10847,,
LAX98IA261,"The airport personnel's failure to properly mark the ditch hazard and the taxiway boundaries surrounding it, and, the captain's failure to maintain a situational awareness of his location with respect to the taxiway layout.  The dark night lighting condition was a factor.",,20001211X10889,,
NYC98IA165,A high altitude encounter with wake vortices.,,20001211X10935,,
FTW98LA353,The inadequate chocks and inadequate chocking procedures by the operator.  Factors were the unavailability of the parking brake and sloping terrain.,,20001211X10601,,
CHI98IA275,the failure of the flight crew to maintain clearance from the sweeper truck.  A factor in the incident was the sweeper truck.,,20001211X10484,,
CHI98LA269,In-flight encounter with turbulence.,,20001211X10520,,
SEA98IA141,"The flight crew's failure to perform a missed approach upon failing to attain and/or maintain proper course/runway alignment and glidepath on final approach, resulting in a high-sink-rate landing and subsequent separation of a main landing gear wheel from the aircraft.  Factors contributing to the incident included:  low ceiling; the first officer's failure to attain and/or maintain proper course/runway alignment and glidepath on approach; insufficiently defined company procedures for responding to deviations from a stabilized approach profile; inadequate FAA principal operations inspector approval of company operating procedures; and a worn main landing gear wheel retaining nut.",,20001211X10696,,
MIA98IA193,"The improper electronic control unit software logic that permitted the electronic control unit to lock on a failed hydromechanical resolver, which failed due to damage to a wire that was incurred during the manufacturing process, resulting in an uncommanded and sudden increase in fuel flow to the engine that damaged the turbine and caused the engine to lose power.",,20001211X10653,,
ANC98LA085,The pilot's failure to maintain proper alignment of the airplane during the landing roll.,,20001211X10221,,
FTW98FA273,"Inadequate visual lookout by ground personnel (tug operator).  Factors include failure of the airline to provide proper assistance (wing walkers) to the tug operator, and inadequate pushback procedures by the airline; inattention of the catering truck driver, and failure of the flight crew to illuminate the rotating beacon prior to or during pushback.",,20001211X10292,,
FTW98LA243,The severe turbulence encountered as a result of the flightcrew's inadvertent flight into a rapidly developing thunderstorm.,,20001211X10090,,
LAX98FA169,"The contaminated strain gage, which resulted in shorting of the strain gage's terminal lugs which lead to excessive autopilot initiated elevator movement, and excessive elevator actuation during recovery by the captain.  Contributing factors were the failure of the airline maintenance department to diagnose and correct a historical problem with the autopilot system and the manufacturer's inadequate quality assurance program.",,20001211X10120,,
